path	historicalReview	checkpointAssessment	assessmentCommit	assessmentBlob	corroborationStatus	corroborationReadLevel	corroborationReadCommit	corroborationReadBlob	corroborationMaterialRole	corroborationReader	corroborationEvidence	corroborationScope	corroborationLimitations
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.FileTransferProtocolTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	37cfbf2213c169ed84ad4cab984e009b2dcb48f5	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:153	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.FrameCodecTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	eac424e66d71c2f68c83c3aec73c664338f8acda	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:154	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.FrameReaderTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	b9d2832ad0135dd36534eb2343d56ef73c83e15f	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:155	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.HelloPayloadTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	7dc88ac9490f7c6c5256cb2d2dd89fef7aba799f	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:156	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.MessageMetadataContractTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	3240ffceb4ea22c868915a6de26ebe1e8076fd30	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:157	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.ReassemblerTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	669d19271d0835535f2b3542fd760448e8595324	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:158	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.StreamingFileReceiverTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	4c2a4414e721395e8a409b55d1064adbe7383ece	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:159	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.protocol.StreamingFileSenderTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	48e5402ed4efdbc548467e687d9b8b14c33f14fd	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:160	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.testfixtures.FixtureContractTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	2eec71adb562b360351dac78d3f1032d206b8b1c	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:161	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/TEST-dev.p2pkit.core.transfer.FileTransferJvmTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	bcc9db664d6a2f3c25f7f47256d96e5888187c6c	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:162	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/binary/output-events.bin	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:163	All bytes read/hash/privacy-scanned; size, magic, role and file heuristic inspected. No Java deserialization, binary execution or internal-result decoding. file(1) shared-library labels are heuristic, not ELF/PE/Mach-O evidence; preserve unchanged including empty streams.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/jvmTest/binary/results-generic.bin	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	e38a32d5487f7233af5fb17a6e356eae47a15274	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:164	All bytes read/hash/privacy-scanned; size, magic, role and file heuristic inspected. No Java deserialization, binary execution or internal-result decoding. file(1) shared-library labels are heuristic, not ELF/PE/Mach-O evidence; preserve unchanged including empty streams.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run1/kotlin-test-tasks-state.bin	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	586b82262da198542cdd9b3235d0d7b30d758f0c	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:165	All bytes read/hash/privacy-scanned; size, magic, role and file heuristic inspected. No Java deserialization, binary execution or internal-result decoding. file(1) shared-library labels are heuristic, not ELF/PE/Mach-O evidence; preserve unchanged including empty streams.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.CloseSemanticsTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	5136b52c7fe0aabbf53917ae64e8ce9672943c87	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:166	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.DiscoveryReemitContractTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	10ed6ea84cb61e99a2be218850924ae08f4b742f	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:167	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.FileTransferErrorIsolationTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	73b7d74884729a773e203ca87bcddef4fed0f2dc	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:168	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.FileTransferFlowTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	fb2342f3a9f280a49d939179fe1f2084985d7fdc	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:169	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.HandshakeIdentityTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	6310dc20695cb4c3bb54ba4ba0036ef835d13169	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:170	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.HandshakeTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	0ed50b9e802d0c4008e1dc63bb52a6e40455d510	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:171	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.InMemoryPeerIdStorageTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	d2e859c47399e212a32e7388f697673f63e6dedb	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:172	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.InboundAcceptResilienceTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	3aefd06e6d7e234470e2f0e0c146257ee427063b	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:173	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.InboundAdmissionControlTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	abd4f856570a37307a19395ddfd9a0beda8f392e	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:174	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.KeepAliveTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	95f19740b72bb230be055ef8f290714c63f1be59	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:175	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.KitLifecycleTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	368077efd786f9b2c310932e46bd0b05661beb03	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:176	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.KitStrictInvariantsTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	29f8de71254d71cb48d83658e2a7f5a2cc2be3bd	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:177	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.LocalIdentityTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	9c215b0f947fd9a20244d1e3b7ba3d63b3506a1c	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:178	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
docs/archive/remediation/2026-07/review-campaign/impl-logs/groupN-flake-snapshot-allTests-run2/iosSimulatorArm64Test/TEST-iosSimulatorArm64Test.dev.p2pkit.core.internal.ManualPeerIdentityTest.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	STRUCTURAL_ONLY_CURRENT	STRUCTURAL_ONLY	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	90da29965a412e04d32c357f3dabae3ec12decfa	HISTORICAL_ARCHIVE_PAYLOAD	/root/corroborate_transport	corroboration-archive-artifacts.tsv:179	Complete safe XML parse through EOF; every suite/case/attribute/text/tail consumed and hashed; recorded counts reconcile. Timestamp is historical suite start, not current run or per-case timestamp; no tested-source commit embedded. Hostname/captured payload values withheld.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Historical material: preserve outcomes, not a current run. Historical artifact structural/metadata inspection only; not full-text semantic review, binary schema decoding, authenticated provenance or fresh execution.
